name,url,rating,location,city,area,cuisine,price,reviews,restaurant_type,num_ratings,online_delivery,table_booking,avg_cost_for_two,is_delivering_now,switch_to_order_menu
Caffè Nero,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Medium,1765,Casual Dining,2564,Yes,No,402.0,No,Yes
Caffè Pascucci,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.4,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,High,1189,Fine Dining,1118,No,Yes,1619.0,No,No
Caffè Ritazza,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.0,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,High,2139,Fine Dining,255,No,Yes,1757.0,No,No
Caffe Trieste,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Rohini, Delhi",Delhi,Rohini,Restaurant,Low,1439,Fast Food,1533,Yes,No,336.0,No,Yes
Caffeine,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,23,Casual Dining,1342,Yes,No,735.0,Yes,Yes
Caffé Vita Coffee Roasting Company,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,High,4917,Cafe,2652,Yes,No,2392.0,Yes,Yes
Cama Café,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,2932,Fine Dining,1836,No,No,1616.0,No,No
Caribou Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.7,"palarivattom, Kochi",Kochi,palarivattom,Cafe,Low,3371,Cafe,2429,Yes,No,126.0,No,Yes
Cibo Espresso,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.2,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Medium,2077,Casual Dining,3780,Yes,No,764.0,Yes,Yes
The Coffee Bean & Tea Leaf,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Medium,3279,Cafe,1886,No,No,889.0,No,No
Coffee Beanery,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Medium,2415,Cafe,936,No,No,582.0,No,No
The Coffee Club,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,Medium,3421,Cafe,1128,Yes,Yes,766.0,No,Yes
Coffee Fellows,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.5,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,High,455,Cafe,1048,No,No,1282.0,No,No
The Coffee House,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Low,4062,Cafe,1566,No,No,332.0,No,No
Coffee Island,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.5,"Banashankari, Bangalore",Bangalore,Banashankari,Cafe,Low,58,Cafe,2569,Yes,No,393.0,Yes,Yes
Coffee Like,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.4,"palarivattom, Kochi",Kochi,palarivattom,Cafe,Low,1364,Cafe,1248,Yes,No,216.0,Yes,Yes
Coffee Republic,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.5,"Colaba, Mumbai",Mumbai,Colaba,Cafe,Low,468,Cafe,2371,Yes,No,356.0,Yes,Yes
Coffee Time,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Fort Kochi, Kochi",Kochi,Fort Kochi,Cafe,Medium,4786,Cafe,2755,Yes,Yes,1162.0,Yes,Yes
Coffee World,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Andheri, Mumbai",Mumbai,Andheri,Cafe,High,3023,Cafe,3475,Yes,No,2033.0,No,Yes
Coffee#1,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.7,"Rohini, Delhi",Delhi,Rohini,Cafe,Low,3969,Cafe,505,No,No,160.0,No,No
Coffine Gurunaru,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,Medium,1830,Casual Dining,835,Yes,Yes,1092.0,Yes,Yes
Cofix,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.8,"Saket, Delhi",Delhi,Saket,Restaurant,Low,4864,Fast Food,3115,No,No,383.0,No,No
Colectivo Coffee Roasters,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,Low,3477,Cafe,2989,Yes,Yes,389.0,No,Yes
Compass Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Saket, Delhi",Delhi,Saket,Cafe,Medium,3004,Cafe,1519,Yes,No,547.0,Yes,Yes
Compose Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,High,1318,Cafe,2209,Yes,No,1904.0,Yes,Yes
Costa Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Andheri, Mumbai",Kochi,Kakkanad,Cafe,Medium,320,Cafe,966,Yes,No,816.0,Yes,Yes
Cotti Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Banashankari, Bangalore",Bangalore,Banashankari,Cafe,High,1405,Cafe,2378,Yes,No,1283.0,Yes,Yes
Country Style,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Saket, Delhi",Delhi,Saket,Restaurant,High,868,Fine Dining,1397,No,Yes,2171.0,No,No
Crazy Mocha Coffee Company,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Fort Kochi, Kochi",Kochi,Fort Kochi,Cafe,Low,3486,Cafe,3722,Yes,No,360.0,Yes,Yes
Dante Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Colaba, Mumbai",Mumbai,Colaba,Cafe,High,2990,Cafe,2817,Yes,No,1795.0,Yes,Yes
Dôme,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,5.0,"Rohini, Delhi",Mumbai,Colaba,Restaurant,Low,3120,Fast Food,3466,No,No,169.0,No,No
Double Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.5,"Andheri, Mumbai",Mumbai,Andheri,Cafe,High,854,Cafe,1436,Yes,No,1950.0,Yes,Yes
Doutor Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Saket, Delhi",Delhi,Saket,Cafe,Medium,4468,Cafe,396,Yes,Yes,1019.0,Yes,Yes
Dunkin',https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,4571,Fast Food,3543,Yes,No,134.0,Yes,Yes
Dunn Brothers Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Rohini, Delhi",Delhi,Rohini,Cafe,Low,4810,Cafe,2152,Yes,No,286.0,No,Yes
Dutch Bros. Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.3,"palarivattom, Kochi",Kochi,palarivattom,Cafe,High,1452,Cafe,1217,No,No,1804.0,No,No
Ecoffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,High,4984,Cafe,2160,No,Yes,2417.0,No,No
Ediya Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.3,"Andheri, Mumbai",Mumbai,Andheri,Cafe,Medium,3011,Cafe,3294,No,No,605.0,No,No
Espresso House,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.3,"Rohini, Delhi",Delhi,Rohini,Restaurant,High,1132,Fine Dining,2104,No,Yes,2290.0,No,No
Espresso Vivace,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Saket, Delhi",Delhi,Saket,Restaurant,Low,2932,Fast Food,201,No,No,336.0,No,No
Espressolab,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"palarivattom, Kochi",Kochi,palarivattom,Restaurant,Medium,2653,Casual Dining,3540,Yes,Yes,1167.0,No,Yes
Esquires,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,3824,Casual Dining,3052,Yes,Yes,1024.0,Yes,Yes
Figaro Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,High,115,Cafe,3901,No,Yes,1518.0,No,No
Filli Cafe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.2,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,Medium,2358,Cafe,1477,No,No,545.0,No,No
Flocafé,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,High,4295,Fine Dining,1885,No,Yes,2108.0,No,No
Fore Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.8,"palarivattom, Kochi",Kochi,palarivattom,Cafe,Medium,2017,Cafe,3582,Yes,No,692.0,Yes,Yes
Gimme! Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,Medium,3669,Cafe,763,Yes,No,1006.0,No,Yes
Gloria Jean's Coffees,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,Low,2952,Cafe,2694,Yes,Yes,168.0,No,Yes
Greggs,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Banashankari, Bangalore",Bangalore,Banashankari,Restaurant,High,533,Fine Dining,805,No,Yes,1629.0,No,No
Gregory's,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"palarivattom, Kochi",Kochi,palarivattom,Restaurant,High,2576,Fine Dining,2788,No,No,2250.0,No,No
Grounds for Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Banashankari, Bangalore",Bangalore,Banashankari,Cafe,Low,2896,Cafe,3949,No,No,106.0,No,No
Havanna,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.3,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,Medium,3124,Casual Dining,261,No,No,524.0,No,No
Heart Coffee Roasters,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Saket, Delhi",Delhi,Saket,Cafe,Low,1868,Cafe,3341,Yes,No,122.0,Yes,Yes
Highlands Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Medium,425,Cafe,1270,No,No,572.0,No,No
Hollys,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Fort Kochi, Kochi",Kochi,Fort Kochi,Restaurant,Medium,4065,Casual Dining,1221,No,No,1014.0,No,No
Hudsons Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.5,"Rohini, Delhi",Delhi,Rohini,Cafe,High,2276,Cafe,2599,Yes,No,2340.0,Yes,Yes
The Human Bean,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"palarivattom, Kochi",Kochi,palarivattom,Restaurant,Low,2016,Fast Food,2029,Yes,No,198.0,Yes,Yes
Illy Caffè,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Saket, Delhi",Delhi,Saket,Restaurant,High,2261,Fine Dining,3080,Yes,Yes,1310.0,No,Yes
Indian Coffee House,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Banashankari, Bangalore",Bangalore,Banashankari,Cafe,High,418,Cafe,1711,No,No,1245.0,No,No
Insomnia Coffee Company,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,High,372,Cafe,751,Yes,No,2425.0,Yes,Yes
Intelligentsia Coffee & Tea,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Low,91,Cafe,649,No,No,105.0,No,No
J.CO Donuts,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Saket, Delhi",Delhi,Saket,Dessert,Low,3754,Dessert,2990,No,No,229.0,No,No
Jamaica Blue,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,1261,Fast Food,2132,Yes,No,210.0,No,Yes
Java House,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,High,4871,Fine Dining,899,No,Yes,2441.0,No,No
Jittery Joe's,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Low,3836,Fast Food,2038,Yes,No,238.0,Yes,Yes
Joe & The Juice,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,4250,Casual Dining,2569,No,No,829.0,No,No
Juan Valdez Café,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Saket, Delhi",Delhi,Saket,Restaurant,Low,4301,Fast Food,1832,Yes,Yes,386.0,No,Yes
Kaffebrenneriet,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Saket, Delhi",Delhi,Saket,Restaurant,Low,27,Fast Food,999,No,Yes,333.0,No,No
Kaladi Brothers Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Saket, Delhi",Delhi,Saket,Cafe,High,1439,Cafe,1538,No,No,1711.0,No,No
Kaldi's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.1,"palarivattom, Kochi",Kochi,palarivattom,Cafe,Medium,3499,Cafe,268,Yes,No,682.0,Yes,Yes
Killiney,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.7,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Low,3706,Fast Food,573,No,No,302.0,No,No
Kopi Janji Jiwa,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.9,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,High,901,Fine Dining,1376,No,No,1985.0,No,No
Kopi Kenangan,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,3410,Fine Dining,2689,No,Yes,2210.0,No,No
Krispy Kreme,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.3,"palarivattom, Kochi",Kochi,Kakkanad,Restaurant,Medium,4016,Casual Dining,1655,Yes,Yes,1190.0,Yes,Yes
La Colombe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.2,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,High,1669,Fine Dining,2511,No,Yes,1583.0,No,No
Leonidas Cafe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Indiranagar, Bangalore",Bangalore,Indiranagar,Cafe,High,2863,Cafe,2193,No,No,2239.0,No,No
Lollicup Coffee & Tea,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.9,"Fort Kochi, Kochi",Kochi,Fort Kochi,Cafe,Low,3076,Cafe,1962,No,No,371.0,No,No
Louisa Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.7,"Indiranagar, Bangalore",Kochi,Fort Kochi,Cafe,High,3991,Cafe,804,Yes,Yes,2277.0,No,Yes
Luckin Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Colaba, Mumbai",Mumbai,Colaba,Cafe,High,2491,Cafe,3781,Yes,No,1867.0,Yes,Yes
Maan Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Indiranagar, Bangalore",Bangalore,Indiranagar,Cafe,High,2917,Cafe,534,No,No,1293.0,No,No
Maman (Café),https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,High,1377,Fine Dining,1380,No,No,1761.0,No,No
McCafé,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Restaurant,Medium,1864,Casual Dining,1482,No,Yes,1155.0,No,No
Mega MGC Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,Medium,2556,Cafe,1822,Yes,Yes,1028.0,No,Yes
Michel's Patisserie,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,High,1505,Fine Dining,4142,Yes,Yes,1368.0,Yes,Yes
Mikel Coffee Company,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,High,720,Cafe,1494,Yes,No,1751.0,Yes,Yes
mmmuffins,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.8,"Saket, Delhi",Delhi,Saket,Restaurant,Low,3666,Fast Food,810,Yes,No,266.0,No,Yes
Mr. Brown Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Saket, Delhi",Delhi,Saket,Cafe,Medium,184,Cafe,890,Yes,No,504.0,Yes,Yes
Mugg & Bean,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,1288,Casual Dining,736,No,Yes,959.0,No,No
Muzz Buzz,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Rohini, Delhi",Delhi,Rohini,Restaurant,Medium,1986,Casual Dining,1409,No,Yes,657.0,No,No
My Kopi-O!,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Saket, Delhi",Delhi,Saket,Restaurant,Medium,4674,Casual Dining,1927,Yes,Yes,810.0,Yes,Yes
Nedelya,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,High,3730,Fine Dining,549,No,Yes,2178.0,No,No
North End,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.7,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Medium,3398,Casual Dining,2771,Yes,Yes,1112.0,Yes,Yes
O' Coffee Club,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.8,"Saket, Delhi",Delhi,Saket,Cafe,Low,3368,Cafe,2857,No,No,192.0,No,No
OldTown White Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Andheri, Mumbai",Mumbai,Andheri,Cafe,Low,684,Cafe,1628,No,No,212.0,No,No
Pacific Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Rohini, Delhi",Delhi,Rohini,Cafe,Low,3034,Cafe,3110,Yes,Yes,197.0,Yes,Yes
Paris Baguette,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"palarivattom, Kochi",Delhi,Rohini,Restaurant,Medium,348,Casual Dining,678,Yes,Yes,1073.0,Yes,Yes
Paul Bassett,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.7,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Restaurant,Medium,1769,Casual Dining,1002,No,Yes,882.0,No,No
Peet's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.0,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,High,2618,Cafe,2270,Yes,Yes,1874.0,No,Yes
Philz Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.0,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,High,614,Cafe,2749,Yes,No,2425.0,Yes,Yes
Pickup Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.8,"Andheri, Mumbai",Mumbai,Andheri,Cafe,High,1644,Cafe,797,Yes,No,1970.0,Yes,Yes
PJ's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.0,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,High,4233,Cafe,2192,Yes,No,2210.0,No,Yes
Port City Java,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Restaurant,Medium,1982,Casual Dining,468,Yes,Yes,406.0,Yes,Yes
Pret a Manger,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.5,"Banashankari, Bangalore",Bangalore,Banashankari,Restaurant,Medium,4034,Casual Dining,1077,Yes,No,655.0,Yes,Yes
Raees Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.2,"Rohini, Delhi",Delhi,Rohini,Cafe,Low,2783,Cafe,4004,No,No,255.0,No,No
Revelator Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,High,927,Cafe,643,Yes,Yes,1371.0,No,Yes
Ritual Coffee Roasters,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.8,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,Low,1462,Cafe,802,No,Yes,299.0,No,No
Robin's Donuts,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Andheri, Mumbai",Mumbai,Andheri,Dessert,High,487,Dessert,652,Yes,No,2378.0,Yes,Yes
Seattle,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"Kakkanad, Kochi",Kochi,Kakkanad,Restaurant,Medium,4621,Casual Dining,333,Yes,No,910.0,No,Yes
Seattle's Best Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.0,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,High,4447,Cafe,1013,Yes,No,1281.0,Yes,Yes
Second Cup,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.1,"Andheri, Mumbai",Mumbai,Andheri,Restaurant,Medium,2568,Casual Dining,1875,No,No,979.0,No,No
Secret Recipe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.1,"Connaught Place, Delhi",Mumbai,Andheri,Restaurant,Medium,1455,Casual Dining,342,Yes,No,580.0,Yes,Yes
Simit Sarayı,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.2,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Restaurant,Low,268,Fast Food,2298,Yes,Yes,330.0,Yes,Yes
Scooter's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.7,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,High,1743,Cafe,2800,Yes,No,2006.0,Yes,Yes
SPoT Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,Low,526,Cafe,631,Yes,No,167.0,Yes,Yes
SPR Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Colaba, Mumbai",Mumbai,Colaba,Cafe,High,77,Cafe,3734,Yes,No,1903.0,Yes,Yes
Starbucks,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.2,"Navi Mumbai, Mumbai",Mumbai,Colaba,Restaurant,High,3772,Fine Dining,1440,No,Yes,1452.0,No,No
Stumptown Coffee Roasters,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.7,"Saket, Delhi",Delhi,Saket,Cafe,Medium,1916,Cafe,2326,Yes,Yes,563.0,Yes,Yes
Tchibo,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"Rohini, Delhi",Delhi,Rohini,Restaurant,Low,3639,Fast Food,4018,Yes,No,148.0,No,Yes
Tim Hortons,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.1,"Saket, Delhi",Delhi,Rohini,Restaurant,Low,1241,Fast Food,2775,Yes,No,304.0,Yes,Yes
Timothy's World Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,High,657,Cafe,1841,Yes,Yes,1535.0,No,Yes
Tom N Toms,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.4,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Low,480,Fast Food,534,No,No,388.0,No,No
Tomoro Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,Medium,4930,Cafe,3167,Yes,Yes,551.0,Yes,Yes
Tomoca Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,High,218,Cafe,1172,No,Yes,2045.0,No,No
Tully's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Navi Mumbai, Mumbai",Mumbai,Navi Mumbai,Cafe,Medium,3686,Cafe,4717,Yes,No,885.0,Yes,Yes
A Twosome Place,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.7,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Medium,3470,Casual Dining,730,Yes,Yes,962.0,Yes,Yes
Vida e Caffè,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Whitefield, Bangalore",Bangalore,Whitefield,Restaurant,Low,465,Fast Food,2184,No,No,111.0,No,No
Výtopna,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.6,"Indiranagar, Bangalore",Bangalore,Indiranagar,Restaurant,Low,1844,Fast Food,3390,No,No,263.0,No,No
Wayne's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Whitefield, Bangalore",Bangalore,Whitefield,Cafe,Medium,753,Cafe,2412,Yes,No,701.0,Yes,Yes
WCafe,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.4,"Saket, Delhi",Delhi,Saket,Cafe,Medium,3755,Cafe,3246,Yes,Yes,752.0,Yes,Yes
Woods Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.3,"Banashankari, Bangalore",Bangalore,Banashankari,Cafe,High,553,Cafe,1204,Yes,No,2406.0,No,Yes
Ya Kun Kaya Toast,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,4.6,"palarivattom, Kochi",Kochi,palarivattom,Restaurant,Medium,115,Casual Dining,2213,Yes,No,1186.0,Yes,Yes
Zarraffa's Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,3.9,"Connaught Place, Delhi",Delhi,Connaught Place,Cafe,High,3410,Cafe,1298,Yes,Yes,2155.0,No,Yes
Ziferblat,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.8,"Colaba, Mumbai",Mumbai,Colaba,Restaurant,High,2430,Fine Dining,2711,No,Yes,2449.0,No,No
Zus Coffee,https://en.wikipedia.org/wiki/List_of_coffeehouse_chains,2.6,"Kakkanad, Kochi",Kochi,Kakkanad,Cafe,Medium,1463,Cafe,3927,No,No,823.0,No,No
Amorino,https://en.wikipedia.org/wiki/List_of_ice_cream_parlor_chains,4.7,"Connaught Place, Delhi",Delhi,Connaught Place,Restaurant,Medium,2323,Casual Dining,1479,Yes,Yes,509.0,Yes,Yes
